n,m,k,e,t
3000,9000,4,364,15
3000,9000,4,365,16
3000,9000,4,368,17
3000,9000,4,364,18
3000,9000,4,366,19
3000,9000,4,364,1
3000,9000,4,367,20
3000,9000,4,365,21
3000,9000,4,365,22
3000,9000,4,365,23
3000,9000,4,366,24
3000,9000,4,363,25
3000,9000,4,362,26
3000,9000,4,364,27
3000,9000,4,364,28
3000,9000,4,365,29
3000,9000,4,367,2
3000,9000,4,364,30
3000,9000,4,366,31
3000,9000,4,365,32
3000,9000,4,368,33
3000,9000,4,365,34
3000,9000,4,366,35
3000,9000,4,364,36
3000,9000,4,366,37
3000,9000,4,363,38
3000,9000,4,362,39
3000,9000,4,366,3
3000,9000,4,365,40
3000,9000,4,364,41
3000,9000,4,364,42
3000,9000,4,366,43
3000,9000,4,363,44
3000,9000,4,366,45
3000,9000,4,366,46
3000,9000,4,366,47
3000,9000,4,363,48
3000,9000,4,364,49
3000,9000,4,364,4
3000,9000,4,366,50
3000,9000,4,365,5
3000,9000,4,365,6
3000,9000,4,366,7
3000,9000,4,363,8
3000,9000,4,367,9
3000,9000,5,347,10
3000,9000,5,346,11
3000,9000,5,347,12
3000,9000,5,345,13
3000,9000,5,348,14
3000,9000,5,345,15
3000,9000,5,348,16
3000,9000,5,345,17
3000,9000,5,346,18
3000,9000,5,346,19
3000,9000,5,347,1
3000,9000,5,346,20
3000,9000,5,347,21
3000,9000,5,347,22
3000,9000,5,347,23
3000,9000,5,346,24
3000,9000,5,347,25
3000,9000,5,347,26
3000,9000,5,346,27
3000,9000,5,344,28
3000,9000,5,346,29
3000,9000,5,345,2
3000,9000,5,345,30
3000,9000,5,343,31
3000,9000,5,346,32
3000,9000,5,346,33
3000,9000,5,345,34
3000,9000,5,347,35
3000,9000,5,346,36
3000,9000,5,347,37
3000,9000,5,349,38
3000,9000,5,347,39
3000,9000,5,347,3
3000,9000,5,346,40
3000,9000,5,347,41
3000,9000,5,350,42
3000,9000,5,347,43
3000,9000,5,347,44
3000,9000,5,348,45
3000,9000,5,347,46
3000,9000,5,348,47
3000,9000,5,347,48
3000,9000,5,349,49
3000,9000,5,347,4
3000,9000,5,346,50
3000,9000,5,345,5
3000,9000,5,345,6
3000,9000,5,346,7
3000,9000,5,347,8
3000,9000,5,346,9
3000,9000,6,321,10
3000,9000,6,323,11
3000,9000,6,321,12
3000,9000,6,323,13
3000,9000,6,321,14
3000,9000,6,322,15
3000,9000,6,321,16
3000,9000,6,325,17
3000,9000,6,321,18
3000,9000,6,321,19
3000,9000,6,324,1
3000,9000,6,322,20
3000,9000,6,322,21
3000,9000,6,324,22
3000,9000,6,322,23
3000,9000,6,323,24
3000,9000,6,321,25
3000,9000,6,321,26
3000,9000,6,319,27
3000,9000,6,323,28
3000,9000,6,321,29
3000,9000,6,322,2
3000,9000,6,321,30
3000,9000,6,321,31
3000,9000,6,321,32
3000,9000,6,322,33
3000,9000,6,322,34
3000,9000,6,321,35
3000,9000,6,322,36
3000,9000,6,321,37
3000,9000,6,323,38
3000,9000,6,321,39
3000,9000,6,323,3
3000,9000,6,320,40
3000,9000,6,323,41
3000,9000,6,323,42
3000,9000,6,321,43
3000,9000,6,322,44
3000,9000,6,321,45
3000,9000,6,323,46
3000,9000,6,323,47
3000,9000,6,322,48
3000,9000,6,321,49
3000,9000,6,322,4
3000,9000,6,323,50
3000,9000,6,325,5
3000,9000,6,323,6
3000,9000,6,322,7
3000,9000,6,321,8
3000,9000,6,324,9
400,1200,3,43,10
400,1200,3,45,11
400,1200,3,41,12
400,1200,3,44,13
400,1200,3,43,14
400,1200,3,44,15
400,1200,3,43,16
400,1200,3,44,17
400,1200,3,44,18
400,1200,3,43,19
400,1200,3,44,1
400,1200,3,44,20
400,1200,3,43,21
400,1200,3,44,22
400,1200,3,44,23
400,1200,3,45,24
400,1200,3,43,25
400,1200,3,43,26
400,1200,3,44,27
400,1200,3,44,28
400,1200,3,43,29
400,1200,3,43,2
400,1200,3,44,30
400,1200,3,43,31
400,1200,3,43,32
400,1200,3,44,33
400,1200,3,43,34
400,1200,3,44,35
400,1200,3,44,36
400,1200,3,45,37
400,1200,3,45,38
400,1200,3,43,39
400,1200,3,42,3
400,1200,3,44,40
400,1200,3,44,41
400,1200,3,43,42
400,1200,3,44,43
400,1200,3,45,44
400,1200,3,45,45
400,1200,3,43,46
400,1200,3,42,47
400,1200,3,44,48
400,1200,3,43,49
400,1200,3,44,4
400,1200,3,44,50
400,1200,3,44,5
400,1200,3,44,6
400,1200,3,45,7
400,1200,3,44,8
400,1200,3,43,9
400,1200,4,47,10
400,1200,4,47,11
400,1200,4,47,12
400,1200,4,46,13
400,1200,4,46,14
400,1200,4,46,15
400,1200,4,44,16
400,1200,4,46,17
400,1200,4,47,18
400,1200,4,47,19
400,1200,4,47,1
400,1200,4,46,20
400,1200,4,46,21
400,1200,4,47,22
400,1200,4,46,23
400,1200,4,46,24
400,1200,4,46,25
400,1200,4,47,26
400,1200,4,47,27
400,1200,4,46,28
400,1200,4,46,29
400,1200,4,46,2
400,1200,4,47,30
400,1200,4,46,31
400,1200,4,46,32
400,1200,4,46,33
400,1200,4,46,34
400,1200,4,46,35
400,1200,4,46,36
400,1200,4,46,37
400,1200,4,47,38
400,1200,4,45,39
400,1200,4,46,3
400,1200,4,46,40
400,1200,4,47,41
400,1200,4,46,42
400,1200,4,45,43
400,1200,4,47,44
400,1200,4,46,45
400,1200,4,47,46
400,1200,4,47,47
400,1200,4,46,48
400,1200,4,47,49
400,1200,4,45,4
400,1200,4,47,50
400,1200,4,46,5
400,1200,4,47,6
400,1200,4,46,7
400,1200,4,45,8
400,1200,4,46,9
400,1200,5,43,10
400,1200,5,43,11
400,1200,5,44,12
400,1200,5,42,13
400,1200,5,43,14
400,1200,5,44,15
400,1200,5,44,16
400,1200,5,43,17
400,1200,5,43,18
400,1200,5,43,19
400,1200,5,44,1
400,1200,5,44,20
400,1200,5,44,21
400,1200,5,44,22
400,1200,5,44,23
400,1200,5,44,24
400,1200,5,44,25
400,1200,5,43,26
400,1200,5,44,27
400,1200,5,43,28
400,1200,5,44,29
400,1200,5,43,2
400,1200,5,43,30
400,1200,5,44,31
400,1200,5,43,32
400,1200,5,43,33
400,1200,5,43,34
400,1200,5,43,35
400,1200,5,43,36
400,1200,5,43,37
400,1200,5,43,38
400,1200,5,45,39
400,1200,5,43,3
400,1200,5,43,40
400,1200,5,43,41
400,1200,5,44,42
400,1200,5,43,43
400,1200,5,44,44
400,1200,5,44,45
400,1200,5,44,46
400,1200,5,44,47
400,1200,5,43,48
400,1200,5,43,49
400,1200,5,42,4
400,1200,5,43,50
400,1200,5,44,5
400,1200,5,42,6
400,1200,5,43,7
400,1200,5,44,8
400,1200,5,42,9
400,1200,6,39,10
400,1200,6,39,11
400,1200,6,39,12
400,1200,6,39,13
400,1200,6,40,14
400,1200,6,39,15
400,1200,6,39,16
400,1200,6,40,17
400,1200,6,39,18
400,1200,6,39,19
400,1200,6,39,1
400,1200,6,40,20
400,1200,6,39,21
400,1200,6,39,22
400,1200,6,40,23
400,1200,6,38,24
400,1200,6,40,25
400,1200,6,39,26
400,1200,6,39,27
400,1200,6,39,28
400,1200,6,40,29
400,1200,6,41,2
400,1200,6,40,30
400,1200,6,40,31
400,1200,6,40,32
400,1200,6,40,33
400,1200,6,40,34
400,1200,6,40,35
400,1200,6,41,36
400,1200,6,40,37
400,1200,6,41,38
400,1200,6,39,39
400,1200,6,40,3
400,1200,6,40,40
400,1200,6,39,41
400,1200,6,40,42
400,1200,6,40,43
400,1200,6,39,44
400,1200,6,41,45
400,1200,6,41,46
400,1200,6,39,47
400,1200,6,39,48
400,1200,6,40,49
400,1200,6,41,4
400,1200,6,38,50
400,1200,6,40,5
400,1200,6,40,6
400,1200,6,40,7
400,1200,6,40,8
400,1200,6,40,9
400,2400,3,31,10
400,2400,3,31,11
400,2400,3,31,12
400,2400,3,31,13
400,2400,3,31,14
400,2400,3,30,15
400,2400,3,30,16
400,2400,3,31,17
400,2400,3,30,18
400,2400,3,31,19
400,2400,3,31,1
400,2400,3,30,20
400,2400,3,30,21
400,2400,3,32,22
400,2400,3,30,23
400,2400,3,30,24
400,2400,3,31,25
400,2400,3,31,26
400,2400,3,31,27
400,2400,3,31,28
400,2400,3,30,29
400,2400,3,31,2
400,2400,3,31,30
400,2400,3,31,31
400,2400,3,31,32
400,2400,3,31,33
400,2400,3,32,34
400,2400,3,31,35
400,2400,3,31,36
400,2400,3,31,37
400,2400,3,31,38
400,2400,3,30,39
400,2400,3,31,3
400,2400,3,30,40
400,2400,3,31,41
400,2400,3,31,42
400,2400,3,31,43
400,2400,3,32,44
400,2400,3,31,45
400,2400,3,31,46
400,2400,3,31,47
400,2400,3,30,48
400,2400,3,30,49
400,2400,3,30,4
400,2400,3,31,50
400,2400,3,31,5
400,2400,3,31,6
400,2400,3,29,7
400,2400,3,30,8
400,2400,3,31,9
400,2400,4,35,10
400,2400,4,35,11
400,2400,4,36,12
400,2400,4,34,13
400,2400,4,35,14
400,2400,4,35,15
400,2400,4,35,16
400,2400,4,36,17
400,2400,4,34,18
400,2400,4,35,19
400,2400,4,36,1
400,2400,4,35,20
400,2400,4,35,21
400,2400,4,34,22
400,2400,4,36,23
400,2400,4,36,24
400,2400,4,35,25
400,2400,4,34,26
400,2400,4,34,27
400,2400,4,35,28
400,2400,4,35,29
400,2400,4,36,2
400,2400,4,36,30
400,2400,4,35,31
400,2400,4,35,32
400,2400,4,35,33
400,2400,4,35,34
400,2400,4,35,35
400,2400,4,35,36
400,2400,4,36,37
400,2400,4,35,38
400,2400,4,35,39
400,2400,4,36,3
400,2400,4,35,40
400,2400,4,35,41
400,2400,4,34,42
400,2400,4,35,43
400,2400,4,35,44
400,2400,4,35,45
400,2400,4,34,46
400,2400,4,35,47
400,2400,4,35,48
400,2400,4,35,49
400,2400,4,34,4
400,2400,4,34,50
400,2400,4,35,5
400,2400,4,36,6
400,2400,4,35,7
400,2400,4,35,8
400,2400,4,34,9
400,2400,5,34,10
400,2400,5,33,11
400,2400,5,34,12
400,2400,5,35,13
400,2400,5,33,14
400,2400,5,34,15
400,2400,5,34,16
400,2400,5,34,17
400,2400,5,35,18
400,2400,5,34,19
400,2400,5,34,1
400,2400,5,35,20
400,2400,5,34,21
400,2400,5,34,22
400,2400,5,34,23
400,2400,5,34,24
400,2400,5,33,25
400,2400,5,34,26
400,2400,5,34,27
400,2400,5,34,28
400,2400,5,34,29
400,2400,5,35,2
400,2400,5,34,30
400,2400,5,33,31
400,2400,5,34,32
400,2400,5,34,33
400,2400,5,35,34
400,2400,5,35,35
400,2400,5,35,36
400,2400,5,35,37
400,2400,5,35,38
400,2400,5,35,39
400,2400,5,35,3
400,2400,5,34,40
400,2400,5,35,41
400,2400,5,35,42
400,2400,5,35,43
400,2400,5,34,44
400,2400,5,35,45
400,2400,5,34,46
400,2400,5,34,47
400,2400,5,33,48
400,2400,5,34,49
400,2400,5,34,4
400,2400,5,34,50
400,2400,5,34,5
400,2400,5,34,6
400,2400,5,34,7
400,2400,5,34,8
400,2400,5,36,9
400,2400,6,31,10
400,2400,6,32,11
400,2400,6,33,12
400,2400,6,32,13
400,2400,6,31,14
400,2400,6,31,15
400,2400,6,32,16
400,2400,6,32,17
400,2400,6,32,18
400,2400,6,32,19
400,2400,6,32,1
400,2400,6,32,20
400,2400,6,32,21
400,2400,6,32,22
400,2400,6,32,23
400,2400,6,31,24
400,2400,6,31,25
400,2400,6,33,26
400,2400,6,32,27
400,2400,6,33,28
400,2400,6,32,29
400,2400,6,31,2
400,2400,6,33,30
400,2400,6,31,31
400,2400,6,31,32
400,2400,6,32,33
400,2400,6,33,34
400,2400,6,33,35
400,2400,6,33,36
400,2400,6,32,37
400,2400,6,32,38
400,2400,6,32,39
400,2400,6,32,3
400,2400,6,32,40
400,2400,6,32,41
400,2400,6,32,42
400,2400,6,32,43
400,2400,6,32,44
400,2400,6,32,45
400,2400,6,33,46
400,2400,6,31,47
400,2400,6,32,48
400,2400,6,32,49
400,2400,6,33,4
400,2400,6,32,50
400,2400,6,33,5
400,2400,6,33,6
400,2400,6,32,7
400,2400,6,32,8
400,2400,6,31,9
400,4000,3,24,10
400,4000,3,25,11
400,4000,3,24,12
400,4000,3,24,13
400,4000,3,24,14
400,4000,3,24,15
400,4000,3,25,16
400,4000,3,25,17
400,4000,3,23,18
400,4000,3,24,19
400,4000,3,24,1
400,4000,3,24,20
400,4000,3,24,21
400,4000,3,24,22
400,4000,3,25,23
400,4000,3,23,24
400,4000,3,24,25
400,4000,3,24,26
400,4000,3,24,27
400,4000,3,24,28
400,4000,3,25,29
400,4000,3,24,2
400,4000,3,24,30
400,4000,3,25,31
400,4000,3,24,32
400,4000,3,24,33
400,4000,3,24,34
400,4000,3,24,35
400,4000,3,25,36
400,4000,3,24,37
400,4000,3,24,38
400,4000,3,24,39
400,4000,3,25,3
400,4000,3,24,40
400,4000,3,25,41
400,4000,3,24,42
400,4000,3,23,43
400,4000,3,24,44
400,4000,3,25,45
400,4000,3,24,46
400,4000,3,24,47
400,4000,3,23,48
400,4000,3,24,49
400,4000,3,24,4
400,4000,3,23,50
400,4000,3,24,5
400,4000,3,25,6
400,4000,3,24,7
400,4000,3,25,8
400,4000,3,25,9
400,4000,4,30,10
400,4000,4,29,11
400,4000,4,29,12
400,4000,4,29,13
400,4000,4,29,14
400,4000,4,30,15
400,4000,4,30,16
400,4000,4,29,17
400,4000,4,28,18
400,4000,4,29,19
400,4000,4,29,1
400,4000,4,30,20
400,4000,4,29,21
400,4000,4,30,22
400,4000,4,29,23
400,4000,4,30,24
400,4000,4,29,25
400,4000,4,30,26
400,4000,4,29,27
400,4000,4,29,28
400,4000,4,30,29
400,4000,4,30,2
400,4000,4,29,30
400,4000,4,29,31
400,4000,4,29,32
400,4000,4,30,33
400,4000,4,30,34
400,4000,4,29,35
400,4000,4,28,36
400,4000,4,29,37
400,4000,4,29,38
400,4000,4,29,39
400,4000,4,30,3
400,4000,4,30,40
400,4000,4,30,41
400,4000,4,29,42
400,4000,4,29,43
400,4000,4,29,44
400,4000,4,30,45
400,4000,4,30,46
400,4000,4,29,47
400,4000,4,30,48
400,4000,4,29,49
400,4000,4,29,4
400,4000,4,29,50
400,4000,4,29,5
400,4000,4,28,6
400,4000,4,29,7
400,4000,4,29,8
400,4000,4,30,9
400,4000,5,29,10
400,4000,5,30,11
400,4000,5,29,12
400,4000,5,29,13
400,4000,5,29,14
400,4000,5,29,15
400,4000,5,29,16
400,4000,5,29,17
400,4000,5,29,18
400,4000,5,29,19
400,4000,5,29,1
400,4000,5,28,20
400,4000,5,28,21
400,4000,5,29,22
400,4000,5,29,23
400,4000,5,30,24
400,4000,5,29,25
400,4000,5,30,26
400,4000,5,29,27
400,4000,5,30,28
400,4000,5,29,29
400,4000,5,29,2
400,4000,5,29,30
400,4000,5,29,31
400,4000,5,29,32
400,4000,5,29,33
400,4000,5,30,34
400,4000,5,29,35
400,4000,5,29,36
400,4000,5,30,37
400,4000,5,29,38
400,4000,5,28,39
400,4000,5,29,3
400,4000,5,30,40
400,4000,5,28,41
400,4000,5,30,42
400,4000,5,30,43
400,4000,5,30,44
400,4000,5,29,45
400,4000,5,29,46
400,4000,5,29,47
400,4000,5,30,48
400,4000,5,29,49
400,4000,5,29,4
400,4000,5,30,50
400,4000,5,30,5
400,4000,5,30,6
400,4000,5,29,7
400,4000,5,29,8
400,4000,5,30,9
400,4000,6,27,10
400,4000,6,28,11
400,4000,6,28,12
400,4000,6,28,13
400,4000,6,28,14
400,4000,6,28,15
400,4000,6,28,16
400,4000,6,26,17
400,4000,6,27,18
400,4000,6,28,19
400,4000,6,28,1
400,4000,6,29,20
400,4000,6,28,21
400,4000,6,28,22
400,4000,6,27,23
400,4000,6,28,24
400,4000,6,28,25
400,4000,6,27,26
400,4000,6,27,27
400,4000,6,27,28
400,4000,6,28,29
400,4000,6,28,2
400,4000,6,27,30
400,4000,6,28,31
400,4000,6,27,32
400,4000,6,28,33
400,4000,6,28,34
400,4000,6,28,35
400,4000,6,28,36
400,4000,6,27,37
400,4000,6,28,38
400,4000,6,27,39
400,4000,6,27,3
400,4000,6,28,40
400,4000,6,28,41
400,4000,6,27,42
400,4000,6,27,43
400,4000,6,27,44
400,4000,6,29,45
400,4000,6,28,46
400,4000,6,28,47
400,4000,6,29,48
400,4000,6,28,49
400,4000,6,28,4
400,4000,6,27,50
400,4000,6,28,5
400,4000,6,27,6
400,4000,6,28,7
400,4000,6,29,8
400,4000,6,27,9
600,1800,3,67,10
600,1800,3,65,11
600,1800,3,67,12
600,1800,3,65,13
600,1800,3,67,14
600,1800,3,67,15
600,1800,3,68,16
600,1800,3,69,17
600,1800,3,65,18
600,1800,3,66,19
600,1800,3,67,1
600,1800,3,68,20
600,1800,3,65,21
600,1800,3,68,22
600,1800,3,67,23
600,1800,3,69,24
600,1800,3,67,25
600,1800,3,67,26
600,1800,3,67,27
600,1800,3,65,28
600,1800,3,67,29
600,1800,3,69,2
600,1800,3,66,30
600,1800,3,64,31
600,1800,3,66,32
600,1800,3,68,33
600,1800,3,66,34
600,1800,3,66,35
600,1800,3,67,36
600,1800,3,66,37
600,1800,3,66,38
600,1800,3,67,39
600,1800,3,67,3
600,1800,3,67,40
600,1800,3,65,41
600,1800,3,66,42
600,1800,3,67,43
600,1800,3,66,44
600,1800,3,66,45
600,1800,3,66,46
600,1800,3,65,47
600,1800,3,66,48
600,1800,3,67,49
600,1800,3,65,4
600,1800,3,67,50
600,1800,3,66,5
600,1800,3,66,6
600,1800,3,67,7
600,1800,3,66,8
600,1800,3,65,9
600,1800,4,70,10
600,1800,4,71,11
600,1800,4,70,12
600,1800,4,71,13
600,1800,4,70,14
600,1800,4,70,15
600,1800,4,71,16
600,1800,4,71,17
600,1800,4,70,18
600,1800,4,71,19
600,1800,4,71,1
600,1800,4,71,20
600,1800,4,71,21
600,1800,4,70,22
600,1800,4,71,23
600,1800,4,71,24
600,1800,4,70,25
600,1800,4,69,26
600,1800,4,71,27
600,1800,4,70,28
600,1800,4,70,29
600,1800,4,71,2
600,1800,4,72,30
600,1800,4,71,31
600,1800,4,70,32
600,1800,4,70,33
600,1800,4,70,34
600,1800,4,70,35
600,1800,4,70,36
600,1800,4,70,37
600,1800,4,71,38
600,1800,4,69,39
600,1800,4,71,3
600,1800,4,71,40
600,1800,4,71,41
600,1800,4,70,42
600,1800,4,71,43
600,1800,4,70,44
600,1800,4,70,45
600,1800,4,69,46
600,1800,4,71,47
600,1800,4,70,48
600,1800,4,70,49
600,1800,4,70,4
600,1800,4,71,50
600,1800,4,71,5
600,1800,4,70,6
600,1800,4,71,7
600,1800,4,69,8
600,1800,4,72,9
600,1800,5,66,10
600,1800,5,67,11
600,1800,5,66,12
600,1800,5,67,13
600,1800,5,68,14
600,1800,5,65,15
600,1800,5,67,16
600,1800,5,66,17
600,1800,5,67,18
600,1800,5,66,19
600,1800,5,68,1
600,1800,5,65,20
600,1800,5,67,21
600,1800,5,67,22
600,1800,5,67,23
600,1800,5,67,24
600,1800,5,66,25
600,1800,5,65,26
600,1800,5,67,27
600,1800,5,66,28
600,1800,5,66,29
600,1800,5,67,2
600,1800,5,66,30
600,1800,5,68,31
600,1800,5,67,32
600,1800,5,68,33
600,1800,5,66,34
600,1800,5,67,35
600,1800,5,68,36
600,1800,5,68,37
600,1800,5,67,38
600,1800,5,66,39
600,1800,5,68,3
600,1800,5,67,40
600,1800,5,67,41
600,1800,5,67,42
600,1800,5,66,43
600,1800,5,67,44
600,1800,5,66,45
600,1800,5,66,46
600,1800,5,66,47
600,1800,5,67,48
600,1800,5,66,49
600,1800,5,65,4
600,1800,5,69,50
600,1800,5,68,5
600,1800,5,66,6
600,1800,5,68,7
600,1800,5,67,8
600,1800,5,67,9
600,1800,6,61,10
600,1800,6,61,11
600,1800,6,60,12
600,1800,6,62,13
600,1800,6,61,14
600,1800,6,61,15
600,1800,6,60,16
600,1800,6,62,17
600,1800,6,61,18
600,1800,6,63,19
600,1800,6,59,1
600,1800,6,60,20
600,1800,6,61,21
600,1800,6,62,22
600,1800,6,61,23
600,1800,6,62,24
600,1800,6,61,25
600,1800,6,61,26
600,1800,6,61,27
600,1800,6,61,28
600,1800,6,62,29
600,1800,6,61,2
600,1800,6,62,30
600,1800,6,62,31
600,1800,6,61,32
600,1800,6,62,33
600,1800,6,61,34
600,1800,6,62,35
600,1800,6,61,36
600,1800,6,62,37
600,1800,6,61,38
600,1800,6,60,39
600,1800,6,60,3
600,1800,6,62,40
600,1800,6,62,41
600,1800,6,61,42
600,1800,6,62,43
600,1800,6,61,44
600,1800,6,62,45
600,1800,6,61,46
600,1800,6,61,47
600,1800,6,61,48
600,1800,6,60,49
600,1800,6,60,4
600,1800,6,59,50
600,1800,6,60,5
600,1800,6,61,6
600,1800,6,59,7
600,1800,6,61,8
600,1800,6,62,9
600,3600,3,46,10
600,3600,3,46,11
600,3600,3,46,12
600,3600,3,48,13
600,3600,3,47,14
600,3600,3,46,15
600,3600,3,47,16
600,3600,3,47,17
600,3600,3,47,18
600,3600,3,47,19
600,3600,3,47,1
600,3600,3,46,20
600,3600,3,48,21
600,3600,3,47,22
600,3600,3,47,23
600,3600,3,46,24
600,3600,3,48,25
600,3600,3,48,26
600,3600,3,48,27
600,3600,3,46,28
600,3600,3,47,29
600,3600,3,47,2
600,3600,3,48,30
600,3600,3,46,31
600,3600,3,47,32
600,3600,3,46,33
600,3600,3,46,34
600,3600,3,47,35
600,3600,3,47,36
600,3600,3,46,37
600,3600,3,47,38
600,3600,3,47,39
600,3600,3,46,3
600,3600,3,46,40
600,3600,3,47,41
600,3600,3,47,42
600,3600,3,46,43
600,3600,3,47,44
600,3600,3,46,45
600,3600,3,46,46
600,3600,3,47,47
600,3600,3,46,48
600,3600,3,47,49
600,3600,3,46,4
600,3600,3,48,50
600,3600,3,48,5
600,3600,3,46,6
600,3600,3,47,7
600,3600,3,47,8
600,3600,3,46,9
600,3600,4,53,10
600,3600,4,54,11
600,3600,4,55,12
600,3600,4,54,13
600,3600,4,54,14
600,3600,4,54,15
600,3600,4,53,16
600,3600,4,54,17
600,3600,4,54,18
600,3600,4,54,19
600,3600,4,54,1
600,3600,4,54,20
600,3600,4,54,21
600,3600,4,53,22
600,3600,4,53,23
600,3600,4,54,24
600,3600,4,54,25
600,3600,4,54,26
600,3600,4,55,27
600,3600,4,54,28
600,3600,4,54,29
600,3600,4,53,2
600,3600,4,53,30
600,3600,4,54,31
600,3600,4,53,32
600,3600,4,55,33
600,3600,4,53,34
600,3600,4,54,35
600,3600,4,54,36
600,3600,4,54,37
600,3600,4,53,38
600,3600,4,55,39
600,3600,4,54,3
600,3600,4,54,40
600,3600,4,53,41
600,3600,4,55,42
600,3600,4,54,43
600,3600,4,54,44
600,3600,4,54,45
600,3600,4,54,46
600,3600,4,54,47
600,3600,4,54,48
600,3600,4,53,49
600,3600,4,52,4
600,3600,4,55,50
600,3600,4,54,5
600,3600,4,53,6
600,3600,4,54,7
600,3600,4,54,8
600,3600,4,54,9
600,3600,5,53,10
600,3600,5,52,11
600,3600,5,53,12
600,3600,5,52,13
600,3600,5,53,14
600,3600,5,53,15
600,3600,5,51,16
600,3600,5,53,17
600,3600,5,53,18
600,3600,5,52,19
600,3600,5,53,1
600,3600,5,53,20
600,3600,5,53,21
600,3600,5,52,22
600,3600,5,54,23
600,3600,5,52,24
600,3600,5,53,25
600,3600,5,52,26
600,3600,5,53,27
600,3600,5,53,28
600,3600,5,52,29
600,3600,5,53,2
600,3600,5,53,30
600,3600,5,52,31
600,3600,5,52,32
600,3600,5,53,33
600,3600,5,53,34
600,3600,5,54,35
600,3600,5,52,36
600,3600,5,51,37
600,3600,5,54,38
600,3600,5,53,39
600,3600,5,52,3
600,3600,5,53,40
600,3600,5,54,41
600,3600,5,53,42
600,3600,5,53,43
600,3600,5,53,44
600,3600,5,54,45
600,3600,5,53,46
600,3600,5,53,47
600,3600,5,53,48
600,3600,5,54,49
600,3600,5,52,4
600,3600,5,52,50
600,3600,5,54,5
600,3600,5,52,6
600,3600,5,54,7
600,3600,5,52,8
600,3600,5,53,9
600,3600,6,50,10
600,3600,6,49,11
600,3600,6,50,12
600,3600,6,49,13
600,3600,6,50,14
600,3600,6,50,15
600,3600,6,49,16
600,3600,6,49,17
600,3600,6,49,18
600,3600,6,51,19
600,3600,6,50,1
600,3600,6,49,20
600,3600,6,49,21
600,3600,6,49,22
600,3600,6,50,23
600,3600,6,49,24
600,3600,6,50,25
600,3600,6,50,26
600,3600,6,49,27
600,3600,6,49,28
600,3600,6,51,29
600,3600,6,51,2
600,3600,6,50,30
600,3600,6,49,31
600,3600,6,49,32
600,3600,6,49,33
600,3600,6,50,34
600,3600,6,48,35
600,3600,6,49,36
600,3600,6,50,37
600,3600,6,49,38
600,3600,6,50,39
600,3600,6,50,3
600,3600,6,50,40
600,3600,6,50,41
600,3600,6,50,42
600,3600,6,50,43
600,3600,6,50,44
600,3600,6,49,45
600,3600,6,49,46
600,3600,6,50,47
600,3600,6,49,48
600,3600,6,50,49
600,3600,6,49,4
600,3600,6,49,50
600,3600,6,50,5
600,3600,6,50,6
600,3600,6,50,7
600,3600,6,50,8
600,3600,6,49,9
600,6000,3,37,10
600,6000,3,36,11
600,6000,3,36,12
600,6000,3,39,13
600,6000,3,38,14
600,6000,3,37,15
600,6000,3,36,16
600,6000,3,37,17
600,6000,3,37,18
600,6000,3,37,19
600,6000,3,37,1
600,6000,3,38,20
600,6000,3,37,21
600,6000,3,37,22
600,6000,3,37,23
600,6000,3,37,24
600,6000,3,37,25
600,6000,3,37,26
600,6000,3,38,27
600,6000,3,37,28
600,6000,3,37,29
600,6000,3,37,2
600,6000,3,38,30
600,6000,3,36,31
600,6000,3,37,32
600,6000,3,37,33
600,6000,3,37,34
600,6000,3,37,35
600,6000,3,38,36
600,6000,3,38,37
600,6000,3,37,38
600,6000,3,37,39
600,6000,3,37,3
600,6000,3,36,40
600,6000,3,36,41
600,6000,3,38,42
600,6000,3,36,43
600,6000,3,38,44
600,6000,3,37,45
600,6000,3,36,46
600,6000,3,38,47
600,6000,3,37,48
600,6000,3,37,49
600,6000,3,37,4
600,6000,3,37,50
600,6000,3,38,5
600,6000,3,36,6
600,6000,3,38,7
600,6000,3,37,8
600,6000,3,37,9
600,6000,4,46,10
600,6000,4,45,11
600,6000,4,45,12
600,6000,4,46,13
600,6000,4,44,14
600,6000,4,45,15
600,6000,4,45,16
600,6000,4,46,17
600,6000,4,45,18
600,6000,4,44,19
600,6000,4,45,1
600,6000,4,45,20
600,6000,4,45,21
600,6000,4,44,22
600,6000,4,45,23
600,6000,4,46,24
600,6000,4,46,25
600,6000,4,46,26
600,6000,4,45,27
600,6000,4,46,28
600,6000,4,45,29
600,6000,4,46,2
600,6000,4,45,30
600,6000,4,45,31
600,6000,4,45,32
600,6000,4,46,33
600,6000,4,45,34
600,6000,4,45,35
600,6000,4,46,36
600,6000,4,46,37
600,6000,4,46,38
600,6000,4,44,39
600,6000,4,45,3
600,6000,4,45,40
600,6000,4,45,41
600,6000,4,45,42
600,6000,4,45,43
600,6000,4,45,44
600,6000,4,46,45
600,6000,4,45,46
600,6000,4,44,47
600,6000,4,45,48
600,6000,4,45,49
600,6000,4,46,4
600,6000,4,46,50
600,6000,4,45,5
600,6000,4,46,6
600,6000,4,45,7
600,6000,4,45,8
600,6000,4,45,9
600,6000,5,47,10
600,6000,5,46,11
600,6000,5,45,12
600,6000,5,46,13
600,6000,5,45,14
600,6000,5,46,15
600,6000,5,46,16
600,6000,5,46,17
600,6000,5,46,18
600,6000,5,47,19
600,6000,5,45,1
600,6000,5,46,20
600,6000,5,46,21
