n,m,k,e,t
1600,9600,5,146,36
1600,9600,5,147,37
1600,9600,5,146,38
1600,9600,5,146,39
1600,9600,5,148,3
1600,9600,5,146,40
1600,9600,5,147,41
1600,9600,5,147,42
1600,9600,5,147,43
1600,9600,5,146,44
1600,9600,5,146,45
1600,9600,5,147,46
1600,9600,5,146,47
1600,9600,5,146,48
1600,9600,5,146,49
1600,9600,5,147,4
1600,9600,5,146,50
1600,9600,5,146,5
1600,9600,5,146,6
1600,9600,5,144,7
1600,9600,5,148,8
1600,9600,5,145,9
1600,9600,6,140,10
1600,9600,6,138,11
1600,9600,6,140,12
1600,9600,6,139,13
1600,9600,6,138,14
1600,9600,6,140,15
1600,9600,6,139,16
1600,9600,6,139,17
1600,9600,6,139,18
1600,9600,6,139,19
1600,9600,6,138,1
1600,9600,6,138,20
1600,9600,6,139,21
1600,9600,6,139,22
1600,9600,6,141,23
1600,9600,6,139,24
1600,9600,6,139,25
1600,9600,6,138,26
1600,9600,6,138,27
1600,9600,6,137,28
1600,9600,6,138,29
1600,9600,6,139,2
1600,9600,6,140,30
1600,9600,6,137,31
1600,9600,6,137,32
1600,9600,6,139,33
1600,9600,6,137,34
1600,9600,6,139,35
1600,9600,6,139,36
1600,9600,6,139,37
1600,9600,6,138,38
1600,9600,6,139,39
1600,9600,6,139,3
1600,9600,6,138,40
1600,9600,6,138,41
1600,9600,6,138,42
1600,9600,6,138,43
1600,9600,6,138,44
1600,9600,6,139,45
1600,9600,6,139,46
1600,9600,6,139,47
1600,9600,6,139,48
1600,9600,6,140,49
1600,9600,6,137,4
1600,9600,6,140,50
1600,9600,6,137,5
1600,9600,6,139,6
1600,9600,6,137,7
1600,9600,6,138,8
1600,9600,6,139,9
1800,10800,3,143,10
1800,10800,3,145,11
1800,10800,3,145,12
1800,10800,3,145,13
1800,10800,3,146,14
1800,10800,3,144,15
1800,10800,3,144,16
1800,10800,3,145,17
1800,10800,3,144,18
1800,10800,3,145,19
1800,10800,3,149,1
1800,10800,3,144,20
1800,10800,3,143,21
1800,10800,3,146,22
1800,10800,3,143,23
1800,10800,3,147,24
1800,10800,3,146,25
1800,10800,3,144,26
1800,10800,3,145,27
1800,10800,3,146,28
1800,10800,3,144,29
1800,10800,3,144,2
1800,10800,3,144,30
1800,10800,3,144,31
1800,10800,3,144,32
1800,10800,3,145,33
1800,10800,3,145,34
1800,10800,3,147,35
1800,10800,3,144,36
1800,10800,3,144,37
1800,10800,3,145,38
1800,10800,3,145,39
1800,10800,3,146,3
1800,10800,3,145,40
1800,10800,3,146,41
1800,10800,3,143,42
1800,10800,3,144,43
1800,10800,3,147,44
1800,10800,3,144,45
1800,10800,3,145,46
1800,10800,3,146,47
1800,10800,3,146,48
1800,10800,3,146,49
1800,10800,3,145,4
1800,10800,3,145,50
1800,10800,3,146,5
1800,10800,3,146,6
1800,10800,3,145,7
1800,10800,3,145,8
1800,10800,3,146,9
1800,10800,4,169,10
1800,10800,4,168,11
1800,10800,4,169,12
1800,10800,4,166,13
1800,10800,4,169,14
1800,10800,4,166,15
1800,10800,4,167,16
1800,10800,4,169,17
1800,10800,4,167,18
1800,10800,4,168,19
1800,10800,4,168,1
1800,10800,4,168,20
1800,10800,4,167,21
1800,10800,4,166,22
1800,10800,4,167,23
1800,10800,4,168,24
1800,10800,4,167,25
1800,10800,4,167,26
1800,10800,4,168,27
1800,10800,4,166,28
1800,10800,4,167,29
1800,10800,4,167,2
1800,10800,4,167,30
1800,10800,4,168,31
1800,10800,4,167,32
1800,10800,4,167,33
1800,10800,4,167,34
1800,10800,4,167,35
1800,10800,4,167,36
1800,10800,4,165,37
1800,10800,4,169,38
1800,10800,4,165,39
1800,10800,4,167,3
1800,10800,4,168,40
1800,10800,4,167,41
1800,10800,4,165,42
1800,10800,4,167,43
1800,10800,4,168,44
1800,10800,4,166,45
1800,10800,4,167,46
1800,10800,4,167,47
1800,10800,4,167,48
1800,10800,4,167,49
1800,10800,4,169,4
1800,10800,4,166,50
1800,10800,4,167,5
1800,10800,4,168,6
1800,10800,4,168,7
1800,10800,4,167,8
1800,10800,4,167,9
1800,10800,5,166,10
1800,10800,5,165,11
1800,10800,5,165,12
1800,10800,5,166,13
1800,10800,5,164,14
1800,10800,5,164,15
1800,10800,5,165,16
1800,10800,5,164,17
1800,10800,5,165,18
1800,10800,5,164,19
1800,10800,5,166,1
1800,10800,5,166,20
1800,10800,5,164,21
1800,10800,5,165,22
1800,10800,5,165,23
1800,10800,5,165,24
1800,10800,5,166,25
1800,10800,5,164,26
1800,10800,5,164,27
1800,10800,5,165,28
1800,10800,5,164,29
1800,10800,5,164,2
1800,10800,5,166,30
1800,10800,5,165,31
1800,10800,5,166,32
1800,10800,5,164,33
1800,10800,5,164,34
1800,10800,5,164,35
1800,10800,5,165,36
1800,10800,5,163,37
1800,10800,5,166,38
1800,10800,5,163,39
1800,10800,5,165,3
1800,10800,5,164,40
1800,10800,5,164,41
1800,10800,5,163,42
1800,10800,5,165,43
1800,10800,5,164,44
1800,10800,5,164,45
1800,10800,5,164,46
1800,10800,5,163,47
1800,10800,5,165,48
1800,10800,5,164,49
1800,10800,5,164,4
1800,10800,5,165,50
1800,10800,5,167,5
1800,10800,5,166,6
1800,10800,5,166,7
1800,10800,5,165,8
1800,10800,5,164,9
1800,10800,6,155,10
1800,10800,6,158,11
1800,10800,6,155,12
1800,10800,6,157,13
1800,10800,6,157,14
1800,10800,6,155,15
1800,10800,6,156,16
1800,10800,6,157,17
1800,10800,6,157,18
1800,10800,6,157,19
1800,10800,6,155,1
1800,10800,6,156,20
1800,10800,6,157,21
1800,10800,6,155,22
1800,10800,6,154,23
1800,10800,6,157,24
1800,10800,6,157,25
1800,10800,6,158,26
1800,10800,6,156,27
1800,10800,6,156,28
1800,10800,6,156,29
1800,10800,6,157,2
1800,10800,6,156,30
1800,10800,6,156,31
1800,10800,6,157,32
1800,10800,6,157,33
1800,10800,6,155,34
1800,10800,6,155,35
1800,10800,6,155,36
1800,10800,6,155,37
1800,10800,6,156,38
1800,10800,6,157,39
1800,10800,6,157,3
1800,10800,6,157,40
1800,10800,6,156,41
1800,10800,6,156,42
1800,10800,6,157,43
1800,10800,6,156,44
1800,10800,6,158,45
1800,10800,6,156,46
1800,10800,6,156,47
1800,10800,6,156,48
1800,10800,6,157,49
1800,10800,6,156,4
1800,10800,6,156,50
1800,10800,6,157,5
1800,10800,6,157,6
1800,10800,6,159,7
1800,10800,6,158,8
1800,10800,6,159,9
1800,18000,3,116,10
1800,18000,3,117,11
1800,18000,3,116,12
1800,18000,3,115,13
1800,18000,3,115,14
1800,18000,3,115,15
1800,18000,3,116,16
1800,18000,3,115,17
1800,18000,3,116,18
1800,18000,3,113,19
1800,18000,3,115,1
1800,18000,3,115,20
1800,18000,3,115,21
1800,18000,3,114,22
1800,18000,3,115,23
1800,18000,3,115,24
1800,18000,3,117,25
1800,18000,3,115,26
1800,18000,3,115,27
1800,18000,3,116,28
1800,18000,3,114,29
1800,18000,3,114,2
1800,18000,3,114,30
1800,18000,3,114,31
1800,18000,3,115,32
1800,18000,3,116,33
1800,18000,3,116,34
1800,18000,3,115,35
1800,18000,3,115,36
1800,18000,3,114,37
1800,18000,3,116,38
1800,18000,3,114,39
1800,18000,3,114,3
1800,18000,3,118,40
1800,18000,3,116,41
1800,18000,3,115,42
1800,18000,3,116,43
1800,18000,3,116,44
1800,18000,3,115,45
1800,18000,3,116,46
1800,18000,3,114,47
1800,18000,3,115,48
1800,18000,3,114,49
1800,18000,3,115,4
1800,18000,3,116,50
1800,18000,3,115,5
1800,18000,3,117,6
1800,18000,3,117,7
1800,18000,3,114,8
1800,18000,3,117,9
1800,18000,4,141,10
1800,18000,4,142,11
1800,18000,4,139,12
1800,18000,4,140,13
1800,18000,4,142,14
1800,18000,4,143,15
1800,18000,4,142,16
1800,18000,4,141,17
1800,18000,4,140,18
1800,18000,4,142,19
1800,18000,4,141,1
1800,18000,4,141,20
1800,18000,4,141,21
1800,18000,4,141,22
1800,18000,4,141,23
1800,18000,4,140,24
1800,18000,4,141,25
1800,18000,4,141,26
1800,18000,4,141,27
1800,18000,4,140,28
1800,18000,4,140,29
1800,18000,4,140,2
1800,18000,4,142,30
1800,18000,4,141,31
1800,18000,4,139,32
1800,18000,4,142,33
1800,18000,4,142,34
1800,18000,4,140,35
1800,18000,4,142,36
1800,18000,4,141,37
1800,18000,4,141,38
1800,18000,4,141,39
1800,18000,4,140,3
1800,18000,4,141,40
1800,18000,4,139,41
1800,18000,4,141,42
1800,18000,4,140,43
1800,18000,4,140,44
1800,18000,4,141,45
1800,18000,4,141,46
1800,18000,4,141,47
1800,18000,4,140,48
1800,18000,4,141,49
1800,18000,4,140,4
1800,18000,4,140,50
1800,18000,4,139,5
1800,18000,4,140,6
1800,18000,4,141,7
1800,18000,4,139,8
1800,18000,4,142,9
1800,18000,5,142,10
1800,18000,5,143,11
1800,18000,5,143,12
1800,18000,5,144,13
1800,18000,5,143,14
1800,18000,5,142,15
1800,18000,5,144,16
1800,18000,5,142,17
1800,18000,5,144,18
1800,18000,5,143,19
1800,18000,5,142,1
1800,18000,5,143,20
1800,18000,5,142,21
1800,18000,5,144,22
1800,18000,5,141,23
1800,18000,5,143,24
1800,18000,5,143,25
1800,18000,5,143,26
1800,18000,5,144,27
1800,18000,5,141,28
1800,18000,5,142,29
1800,18000,5,141,2
1800,18000,5,142,30
1800,18000,5,141,31
1800,18000,5,143,32
1800,18000,5,142,33
1800,18000,5,144,34
1800,18000,5,143,35
1800,18000,5,142,36
1800,18000,5,142,37
1800,18000,5,141,38
1800,18000,5,142,39
1800,18000,5,142,3
1800,18000,5,142,40
1800,18000,5,143,41
1800,18000,5,140,42
1800,18000,5,140,43
1800,18000,5,143,44
1800,18000,5,142,45
1800,18000,5,143,46
1800,18000,5,142,47
1800,18000,5,144,48
1800,18000,5,143,49
1800,18000,5,142,4
1800,18000,5,142,50
1800,18000,5,142,5
1800,18000,5,141,6
1800,18000,5,143,7
1800,18000,5,144,8
1800,18000,5,143,9
1800,18000,6,137,10
1800,18000,6,139,11
1800,18000,6,136,12
1800,18000,6,137,13
1800,18000,6,137,14
1800,18000,6,138,15
1800,18000,6,137,16
1800,18000,6,136,17
1800,18000,6,138,18
1800,18000,6,137,19
1800,18000,6,138,1
1800,18000,6,137,20
1800,18000,6,137,21
1800,18000,6,137,22
1800,18000,6,138,23
1800,18000,6,137,24
1800,18000,6,137,25
1800,18000,6,137,26
1800,18000,6,137,27
1800,18000,6,136,28
1800,18000,6,138,29
1800,18000,6,136,2
1800,18000,6,136,30
1800,18000,6,137,31
1800,18000,6,137,32
1800,18000,6,137,33
1800,18000,6,137,34
1800,18000,6,137,35
1800,18000,6,138,36
1800,18000,6,137,37
1800,18000,6,136,38
1800,18000,6,138,39
1800,18000,6,136,3
1800,18000,6,136,40
1800,18000,6,136,41
1800,18000,6,137,42
1800,18000,6,136,43
1800,18000,6,138,44
1800,18000,6,137,45
1800,18000,6,136,46
1800,18000,6,138,47
1800,18000,6,138,48
1800,18000,6,136,49
1800,18000,6,137,4
1800,18000,6,137,50
1800,18000,6,137,5
1800,18000,6,138,6
1800,18000,6,138,7
1800,18000,6,137,8
1800,18000,6,136,9
1800,5400,3,203,10
1800,5400,3,205,11
1800,5400,3,207,12
1800,5400,3,207,13
1800,5400,3,205,14
1800,5400,3,204,15
1800,5400,3,204,16
1800,5400,3,207,17
1800,5400,3,206,18
1800,5400,3,206,19
1800,5400,3,206,1
1800,5400,3,203,20
1800,5400,3,206,21
1800,5400,3,205,22
1800,5400,3,206,23
1800,5400,3,206,24
1800,5400,3,204,25
1800,5400,3,204,26
1800,5400,3,205,27
1800,5400,3,204,28
1800,5400,3,206,29
1800,5400,3,207,2
1800,5400,3,207,30
1800,5400,3,202,31
1800,5400,3,204,32
1800,5400,3,204,33
1800,5400,3,205,34
1800,5400,3,206,35
1800,5400,3,204,36
1800,5400,3,203,37
1800,5400,3,208,38
1800,5400,3,204,39
1800,5400,3,206,3
1800,5400,3,205,40
1800,5400,3,204,41
1800,5400,3,206,42
1800,5400,3,207,43
1800,5400,3,206,44
1800,5400,3,206,45
1800,5400,3,206,46
1800,5400,3,206,47
1800,5400,3,206,48
1800,5400,3,205,49
1800,5400,3,204,4
1800,5400,3,206,50
1800,5400,3,206,5
1800,5400,3,203,6
1800,5400,3,205,7
1800,5400,3,204,8
1800,5400,3,207,9
1800,5400,4,218,10
1800,5400,4,216,11
1800,5400,4,217,12
1800,5400,4,217,13
1800,5400,4,218,14
1800,5400,4,220,15
1800,5400,4,217,16
1800,5400,4,220,17
1800,5400,4,219,18
1800,5400,4,218,19
1800,5400,4,218,1
1800,5400,4,217,20
1800,5400,4,218,21
1800,5400,4,218,22
1800,5400,4,220,23
1800,5400,4,217,24
1800,5400,4,216,25
1800,5400,4,218,26
1800,5400,4,218,27
1800,5400,4,218,28
1800,5400,4,217,29
1800,5400,4,217,2
1800,5400,4,217,30
1800,5400,4,218,31
1800,5400,4,218,32
1800,5400,4,217,33
1800,5400,4,216,34
1800,5400,4,218,35
1800,5400,4,216,36
1800,5400,4,219,37
1800,5400,4,216,38
1800,5400,4,219,39
1800,5400,4,216,3
1800,5400,4,221,40
1800,5400,4,216,41
1800,5400,4,216,42
1800,5400,4,216,43
1800,5400,4,218,44
1800,5400,4,217,45
1800,5400,4,218,46
1800,5400,4,219,47
1800,5400,4,217,48
1800,5400,4,215,49
1800,5400,4,219,4
1800,5400,4,217,50
1800,5400,4,218,5
1800,5400,4,217,6
1800,5400,4,217,7
1800,5400,4,217,8
1800,5400,4,220,9
1800,5400,5,207,10
1800,5400,5,207,11
1800,5400,5,206,12
1800,5400,5,205,13
1800,5400,5,208,14
1800,5400,5,208,15
1800,5400,5,207,16
1800,5400,5,206,17
1800,5400,5,208,18
1800,5400,5,205,19
1800,5400,5,204,1
1800,5400,5,206,20
1800,5400,5,205,21
1800,5400,5,206,22
1800,5400,5,208,23
1800,5400,5,205,24
1800,5400,5,205,25
1800,5400,5,207,26
1800,5400,5,207,27
1800,5400,5,206,28
1800,5400,5,207,29
1800,5400,5,206,2
1800,5400,5,206,30
1800,5400,5,205,31
1800,5400,5,206,32
1800,5400,5,207,33
1800,5400,5,206,34
1800,5400,5,208,35
1800,5400,5,207,36
1800,5400,5,206,37
1800,5400,5,206,38
1800,5400,5,208,39
1800,5400,5,208,3
1800,5400,5,207,40
1800,5400,5,207,41
1800,5400,5,208,42
1800,5400,5,206,43
1800,5400,5,206,44
1800,5400,5,206,45
1800,5400,5,207,46
1800,5400,5,207,47
1800,5400,5,206,48
1800,5400,5,205,49
1800,5400,5,207,4
1800,5400,5,207,50
1800,5400,5,207,5
1800,5400,5,206,6
1800,5400,5,206,7
1800,5400,5,207,8
1800,5400,5,206,9
1800,5400,6,192,10
1800,5400,6,193,11
1800,5400,6,192,12
1800,5400,6,191,13
1800,5400,6,190,14
1800,5400,6,191,15
1800,5400,6,191,16
1800,5400,6,192,17
1800,5400,6,191,18
1800,5400,6,191,19
1800,5400,6,190,1
1800,5400,6,191,20
1800,5400,6,193,21
1800,5400,6,191,22
1800,5400,6,191,23
1800,5400,6,190,24
1800,5400,6,192,25
1800,5400,6,192,26
1800,5400,6,193,27
1800,5400,6,193,28
1800,5400,6,192,29
1800,5400,6,192,2
1800,5400,6,191,30
1800,5400,6,192,31
1800,5400,6,191,32
1800,5400,6,193,33
1800,5400,6,192,34
1800,5400,6,190,35
1800,5400,6,192,36
1800,5400,6,191,37
1800,5400,6,192,38
1800,5400,6,191,39
1800,5400,6,192,3
1800,5400,6,191,40
1800,5400,6,191,41
1800,5400,6,192,42
1800,5400,6,192,43
1800,5400,6,191,44
1800,5400,6,191,45
1800,5400,6,194,46
1800,5400,6,191,47
1800,5400,6,190,48
1800,5400,6,191,49
1800,5400,6,192,4
1800,5400,6,192,50
1800,5400,6,191,5
1800,5400,6,191,6
1800,5400,6,190,7
1800,5400,6,192,8
1800,5400,6,190,9
2000,12000,3,163,10
2000,12000,3,162,11
2000,12000,3,162,12
2000,12000,3,162,13
2000,12000,3,162,14
2000,12000,3,163,15
2000,12000,3,161,16
2000,12000,3,162,17
2000,12000,3,160,18
2000,12000,3,159,19
2000,12000,3,160,1
2000,12000,3,159,20
2000,12000,3,161,21
2000,12000,3,159,22
2000,12000,3,162,23
2000,12000,3,164,24
2000,12000,3,164,25
2000,12000,3,161,26
2000,12000,3,160,27
2000,12000,3,161,28
2000,12000,3,162,29
2000,12000,3,161,2
2000,12000,3,162,30
2000,12000,3,162,31
2000,12000,3,161,32
2000,12000,3,162,33
2000,12000,3,161,34
2000,12000,3,163,35
2000,12000,3,163,36
2000,12000,3,161,37
2000,12000,3,163,38
2000,12000,3,160,39
2000,12000,3,160,3
2000,12000,3,161,40
2000,12000,3,160,41
2000,12000,3,162,42
2000,12000,3,159,43
2000,12000,3,163,44
2000,12000,3,162,45
2000,12000,3,163,46
2000,12000,3,162,47
2000,12000,3,161,48
2000,12000,3,162,49
2000,12000,3,160,4
2000,12000,3,163,50
2000,12000,3,161,5
2000,12000,3,162,6
2000,12000,3,162,7
2000,12000,3,162,8
2000,12000,3,162,9
2000,12000,4,186,10
2000,12000,4,185,11
2000,12000,4,185,12
2000,12000,4,185,13
2000,12000,4,186,14
2000,12000,4,185,15
2000,12000,4,187,16
2000,12000,4,185,17
2000,12000,4,187,18
2000,12000,4,185,19
2000,12000,4,185,1
2000,12000,4,186,20
2000,12000,4,184,21
2000,12000,4,186,22
2000,12000,4,186,23
2000,12000,4,186,24
2000,12000,4,187,25
2000,12000,4,185,26
2000,12000,4,186,27
2000,12000,4,187,28
2000,12000,4,185,29
2000,12000,4,186,2
2000,12000,4,186,30
2000,12000,4,187,31
2000,12000,4,187,32
2000,12000,4,188,33
2000,12000,4,185,34
2000,12000,4,185,35
2000,12000,4,186,36
2000,12000,4,185,37
2000,12000,4,187,38
2000,12000,4,187,39
2000,12000,4,186,3
2000,12000,4,187,40
2000,12000,4,186,41
2000,12000,4,186,42
2000,12000,4,185,43
2000,12000,4,183,44
2000,12000,4,185,45
2000,12000,4,186,46
2000,12000,4,184,47
2000,12000,4,186,48
2000,12000,4,185,49
2000,12000,4,188,4
2000,12000,4,187,50
2000,12000,4,185,5
2000,12000,4,186,6
2000,12000,4,185,7
2000,12000,4,186,8
2000,12000,4,186,9
2000,12000,5,183,10
2000,12000,5,184,11
2000,12000,5,182,12
2000,12000,5,182,13
2000,12000,5,184,14
2000,12000,5,184,15
2000,12000,5,184,16
2000,12000,5,183,17
2000,12000,5,182,18
2000,12000,5,183,19
2000,12000,5,183,1
2000,12000,5,183,20
2000,12000,5,183,21
2000,12000,5,183,22
2000,12000,5,183,23
2000,12000,5,183,24
2000,12000,5,184,25
2000,12000,5,183,26
2000,12000,5,183,27
2000,12000,5,184,28
2000,12000,5,183,29
2000,12000,5,184,2
2000,12000,5,182,30
2000,12000,5,184,31
2000,12000,5,185,32
2000,12000,5,184,33
2000,12000,5,182,34
2000,12000,5,182,35
2000,12000,5,183,36
2000,12000,5,181,37
2000,12000,5,183,38
2000,12000,5,184,39
2000,12000,5,182,3
2000,12000,5,182,40
2000,12000,5,184,41
2000,12000,5,182,42
2000,12000,5,184,43
2000,12000,5,182,44
2000,12000,5,182,45
2000,12000,5,184,46
2000,12000,5,183,47
2000,12000,5,184,48
2000,12000,5,184,49
2000,12000,5,182,4
2000,12000,5,185,50
2000,12000,5,182,5
2000,12000,5,183,6
2000,12000,5,183,7
2000,12000,5,183,8
2000,12000,5,184,9
2000,12000,6,174,10
2000,12000,6,174,11
2000,12000,6,174,12
2000,12000,6,176,13
2000,12000,6,173,14
2000,12000,6,173,15
2000,12000,6,175,16
2000,12000,6,176,17
2000,12000,6,174,18
2000,12000,6,173,19
2000,12000,6,175,1
2000,12000,6,175,20
2000,12000,6,173,21
2000,12000,6,175,22
2000,12000,6,175,23
2000,12000,6,172,24
2000,12000,6,173,25
2000,12000,6,172,26
2000,12000,6,173,27
2000,12000,6,175,28
2000,12000,6,173,29
2000,12000,6,174,2
2000,12000,6,174,30
2000,12000,6,174,31
2000,12000,6,174,32
2000,12000,6,173,33
2000,12000,6,173,34
2000,12000,6,174,35
2000,12000,6,175,36
2000,12000,6,174,37
2000,12000,6,174,38
2000,12000,6,174,39
2000,12000,6,175,3
2000,12000,6,174,40
2000,12000,6,175,41
2000,12000,6,174,42
2000,12000,6,174,43
2000,12000,6,174,44
2000,12000,6,175,45
2000,12000,6,174,46
2000,12000,6,174,47
2000,12000,6,174,48
2000,12000,6,173,49
2000,12000,6,173,4
2000,12000,6,174,50
2000,12000,6,174,5
2000,12000,6,173,6
2000,12000,6,174,7
2000,12000,6,174,8
2000,12000,6,174,9
2000,20000,3,129,10
2000,20000,3,130,11
2000,20000,3,128,12
2000,20000,3,130,13
2000,20000,3,130,14
2000,20000,3,130,15
2000,20000,3,127,16
2000,20000,3,128,17
2000,20000,3,131,18
2000,20000,3,127,19
2000,20000,3,130,1
2000,20000,3,128,20
2000,20000,3,131,21
2000,20000,3,130,22
2000,20000,3,127,23
2000,20000,3,129,24
2000,20000,3,128,25
2000,20000,3,130,26
2000,20000,3,129,27
2000,20000,3,129,28
2000,20000,3,128,29
2000,20000,3,128,2
2000,20000,3,130,30
2000,20000,3,129,31
2000,20000,3,128,32
2000,20000,3,129,33
2000,20000,3,129,34
2000,20000,3,129,35
2000,20000,3,128,36
2000,20000,3,127,37
2000,20000,3,128,38
2000,20000,3,128,39
2000,20000,3,128,3
2000,20000,3,129,40
2000,20000,3,131,41
2000,20000,3,131,42
2000,20000,3,128,43
2000,20000,3,127,44
2000,20000,3,128,45
2000,20000,3,128,46
2000,20000,3,129,47
2000,20000,3,127,48
2000,20000,3,129,49
2000,20000,3,129,4
2000,20000,3,130,50
2000,20000,3,127,5
2000,20000,3,129,6
2000,20000,3,131,7
2000,20000,3,127,8
2000,20000,3,129,9
2000,20000,4,158,10
2000,20000,4,156,11
2000,20000,4,155,12
2000,20000,4,156,13
2000,20000,4,156,14
2000,20000,4,157,15
2000,20000,4,157,16
2000,20000,4,157,17
2000,20000,4,158,18
2000,20000,4,156,19
2000,20000,4,156,1
2000,20000,4,156,20
2000,20000,4,157,21
2000,20000,4,157,22
2000,20000,4,155,23
2000,20000,4,156,24
2000,20000,4,157,25
2000,20000,4,155,26
2000,20000,4,156,27
2000,20000,4,155,28
2000,20000,4,156,29
2000,20000,4,156,2
2000,20000,4,157,30
2000,20000,4,156,31
2000,20000,4,155,32
2000,20000,4,157,33
2000,20000,4,156,34
2000,20000,4,157,35
2000,20000,4,155,36
2000,20000,4,157,37
2000,20000,4,158,38
2000,20000,4,157,39
2000,20000,4,156,3
2000,20000,4,157,40
2000,20000,4,157,41
2000,20000,4,158,42
2000,20000,4,156,43
2000,20000,4,158,44
2000,20000,4,156,45
2000,20000,4,158,46
2000,20000,4,156,47
2000,20000,4,157,48
2000,20000,4,156,49
2000,20000,4,156,4
2000,20000,4,158,50
2000,20000,4,157,5
2000,20000,4,157,6
2000,20000,4,154,7
2000,20000,4,155,8
2000,20000,4,158,9
2000,20000,5,158,10
2000,20000,5,159,11
2000,20000,5,159,12
2000,20000,5,160,13
2000,20000,5,158,14
2000,20000,5,159,15
2000,20000,5,159,16
2000,20000,5,158,17
2000,20000,5,158,18
2000,20000,5,159,19
2000,20000,5,158,1
2000,20000,5,161,20
2000,20000,5,157,21
2000,20000,5,158,22
2000,20000,5,158,23
2000,20000,5,159,24
2000,20000,5,158,25
2000,20000,5,158,26
2000,20000,5,160,27
2000,20000,5,159,28
2000,20000,5,158,29
2000,20000,5,159,2
2000,20000,5,159,30
2000,20000,5,159,31
2000,20000,5,159,32
2000,20000,5,160,33
2000,20000,5,158,34
2000,20000,5,158,35
2000,20000,5,157,36
2000,20000,5,160,37
2000,20000,5,159,38
2000,20000,5,159,39
2000,20000,5,159,3
2000,20000,5,159,40
2000,20000,5,159,41
2000,20000,5,159,42
2000,20000,5,160,43
2000,20000,5,158,44
2000,20000,5,159,45
2000,20000,5,159,46
2000,20000,5,158,47
2000,20000,5,159,48
2000,20000,5,158,49
2000,20000,5,161,4
2000,20000,5,158,50
2000,20000,5,159,5
2000,20000,5,160,6
2000,20000,5,160,7
2000,20000,5,159,8
2000,20000,5,159,9
2000,20000,6,153,10
2000,20000,6,152,11
2000,20000,6,154,12
2000,20000,6,153,13
2000,20000,6,154,14
2000,20000,6,153,15
2000,20000,6,152,16
2000,20000,6,153,17
2000,20000,6,154,18
2000,20000,6,152,19
2000,20000,6,152,1
2000,20000,6,153,20
2000,20000,6,153,21
2000,20000,6,153,22
2000,20000,6,154,23
2000,20000,6,153,24
2000,20000,6,153,25
2000,20000,6,154,26
2000,20000,6,151,27
2000,20000,6,151,28
2000,20000,6,154,29
2000,20000,6,153,2
2000,20000,6,153,30
2000,20000,6,151,31
2000,20000,6,153,32
2000,20000,6,152,33
2000,20000,6,153,34
2000,20000,6,153,35
2000,20000,6,154,36
2000,20000,6,152,37
2000,20000,6,150,38
2000,20000,6,152,39
2000,20000,6,153,3
2000,20000,6,154,40
2000,20000,6,151,41
2000,20000,6,153,42
2000,20000,6,153,43
2000,20000,6,155,44
2000,20000,6,153,45
2000,20000,6,153,46
2000,20000,6,153,47
2000,20000,6,152,48
2000,20000,6,154,49
2000,20000,6,152,4
2000,20000,6,153,50
2000,20000,6,152,5
2000,20000,6,154,6
2000,20000,6,154,7
2000,20000,6,153,8
2000,20000,6,152,9
2000,6000,3,227,10
2000,6000,3,225,11
2000,6000,3,230,12
2000,6000,3,227,13
2000,6000,3,225,14
2000,6000,3,228,15
2000,6000,3,227,16
2000,6000,3,229,17
2000,6000,3,223,18
2000,6000,3,230,19
2000,6000,3,228,1
2000,6000,3,227,20
2000,6000,3,226,21
2000,6000,3,228,22
2000,6000,3,226,23
2000,6000,3,226,24
2000,6000,3,228,25
2000,6000,3,226,26
2000,6000,3,229,27
2000,6000,3,231,28
2000,6000,3,228,29
2000,6000,3,229,2
2000,6000,3,229,30
2000,6000,3,230,31
2000,6000,3,227,32
2000,6000,3,229,33
2000,6000,3,229,34
2000,6000,3,227,35
2000,6000,3,228,36
2000,6000,3,226,37
2000,6000,3,231,38
2000,6000,3,225,39
2000,6000,3,227,3
2000,6000,3,229,40
2000,6000,3,227,41
2000,6000,3,230,42
2000,6000,3,226,43
2000,6000,3,227,44
2000,6000,3,229,45
2000,6000,3,227,46
2000,6000,3,226,47
2000,6000,3,229,48
2000,6000,3,229,49
2000,6000,3,227,4
2000,6000,3,227,50
2000,6000,3,230,5
2000,6000,3,229,6
2000,6000,3,229,7
2000,6000,3,230,8
2000,6000,3,228,9
2000,6000,4,244,10
2000,6000,4,241,11
2000,6000,4,242,12
2000,6000,4,241,13
2000,6000,4,243,14
2000,6000,4,242,15
2000,6000,4,242,16
2000,6000,4,242,17
2000,6000,4,244,18
2000,6000,4,243,19
2000,6000,4,243,1
2000,6000,4,242,20
2000,6000,4,240,21
2000,6000,4,242,22
2000,6000,4,243,23
2000,6000,4,243,24
2000,6000,4,242,25
2000,6000,4,241,26
2000,6000,4,243,27
2000,6000,4,243,28
2000,6000,4,242,29
2000,6000,4,243,2
2000,6000,4,242,30
2000,6000,4,242,31
2000,6000,4,242,32
2000,6000,4,241,33
2000,6000,4,242,34
2000,6000,4,239,35
2000,6000,4,241,36
2000,6000,4,243,37
2000,6000,4,242,38
2000,6000,4,243,39
2000,6000,4,242,3
2000,6000,4,242,40
2000,6000,4,243,41
2000,6000,4,242,42
2000,6000,4,243,43
2000,6000,4,241,44
2000,6000,4,244,45
2000,6000,4,245,46
2000,6000,4,242,47
2000,6000,4,241,48
2000,6000,4,240,49
